player_name,week,clay_points,grass_points,hard_points,RUNNING_WK
Abedallah Shelbayh,1,0,0,0,1145
Abedallah Shelbayh,2,0,0,0,1146
Abedallah Shelbayh,3,0,0,0,1147
Abedallah Shelbayh,4,0,0,0,1148
Abedallah Shelbayh,5,0,0,0,1149
Abedallah Shelbayh,6,0,0,0,1150
Abedallah Shelbayh,7,0,0,0,1151
Abedallah Shelbayh,8,0,0,20,1152
Abedallah Shelbayh,9,0,0,20,1153
Abedallah Shelbayh,10,0,0,0,1154
Abedallah Shelbayh,11,0,0,0,1155
Abedallah Shelbayh,12,0,0,0,1156
Abedallah Shelbayh,13,0,0,0,1157
Abedallah Shelbayh,14,20,0,0,1158
Abedallah Shelbayh,15,0,0,0,1159
Abedallah Shelbayh,16,0,0,0,1160
Abedallah Shelbayh,17,0,0,0,1161
Abedallah Shelbayh,18,0,0,0,1162
Abedallah Shelbayh,19,0,0,0,1163
Abedallah Shelbayh,20,0,0,0,1164
Abedallah Shelbayh,21,0,0,0,1165
Abedallah Shelbayh,22,0,0,0,1166
Abedallah Shelbayh,23,0,0,0,1167
Abedallah Shelbayh,24,0,0,0,1168
Abedallah Shelbayh,25,0,0,0,1169
Abedallah Shelbayh,26,0,0,0,1170
Abedallah Shelbayh,27,0,0,0,1171
Abedallah Shelbayh,28,0,0,0,1172
Abedallah Shelbayh,29,0,0,0,1173
Abedallah Shelbayh,30,0,0,0,1174
Abedallah Shelbayh,31,0,0,0,1175
Abedallah Shelbayh,32,0,0,0,1176
Abedallah Shelbayh,33,0,0,0,1177
Abedallah Shelbayh,34,0,0,0,1178
Abedallah Shelbayh,35,0,0,0,1179
Abedallah Shelbayh,36,0,0,0,1180
Abedallah Shelbayh,37,0,0,0,1181
Abedallah Shelbayh,38,0,0,0,1182
Abedallah Shelbayh,39,0,0,0,1183
Abedallah Shelbayh,40,0,0,0,1184
Abedallah Shelbayh,41,0,0,0,1185
Abedallah Shelbayh,42,0,0,0,1186
Abedallah Shelbayh,43,0,0,0,1187
Abedallah Shelbayh,44,0,0,0,1188
Abedallah Shelbayh,45,0,0,0,1189
Abedallah Shelbayh,46,0,0,0,1190
Abedallah Shelbayh,47,0,0,0,1191
Abedallah Shelbayh,48,0,0,0,1192
Abedallah Shelbayh,49,0,0,0,1193
Abedallah Shelbayh,50,0,0,0,1194
Abedallah Shelbayh,51,0,0,0,1195
Abedallah Shelbayh,52,0,0,0,1196
Adam Neff,1,0,0,0,1145
Adam Neff,2,0,0,0,1146
Adam Neff,3,0,0,0,1147
Adam Neff,4,0,0,0,1148
Adam Neff,5,0,0,0,1149
Adam Neff,6,0,0,20,1150
Adam Neff,7,0,0,0,1151
Adam Neff,8,0,0,0,1152
Adam Neff,9,0,0,0,1153
Adam Neff,10,0,0,0,1154
Adam Neff,11,0,0,0,1155
Adam Neff,12,0,0,0,1156
Adam Neff,13,0,0,0,1157
Adam Neff,14,0,0,0,1158
Adam Neff,15,0,0,0,1159
Adam Neff,16,0,0,0,1160
Adam Neff,17,0,0,0,1161
Adam Neff,18,0,0,0,1162
Adam Neff,19,0,0,0,1163
Adam Neff,20,0,0,0,1164
Adam Neff,21,0,0,0,1165
Adam Neff,22,0,0,0,1166
Adam Neff,23,0,0,0,1167
Adam Neff,24,0,0,0,1168
Adam Neff,25,0,0,0,1169
Adam Neff,26,0,0,0,1170
Adam Neff,27,0,0,0,1171
Adam Neff,28,0,0,0,1172
Adam Neff,29,0,0,0,1173
Adam Neff,30,0,0,0,1174
Adam Neff,31,0,0,0,1175
Adam Neff,32,0,0,0,1176
Adam Neff,33,0,0,0,1177
Adam Neff,34,0,0,0,1178
Adam Neff,35,0,0,0,1179
Adam Neff,36,0,0,0,1180
Adam Neff,37,0,0,0,1181
Adam Neff,38,0,0,0,1182
Adam Neff,39,0,0,0,1183
Adam Neff,40,0,0,0,1184
Adam Neff,41,0,0,0,1185
Adam Neff,42,0,0,0,1186
Adam Neff,43,0,0,0,1187
Adam Neff,44,0,0,0,1188
Adam Neff,45,0,0,0,1189
Adam Neff,46,0,0,0,1190
Adam Neff,47,0,0,0,1191
Adam Neff,48,0,0,0,1192
Adam Neff,49,0,0,0,1193
Adam Neff,50,0,0,0,1194
Adam Neff,51,0,0,0,1195
Adam Neff,52,0,0,0,1196
Adam Walton,1,0,0,0,1145
Adam Walton,2,0,0,20,1146
Adam Walton,3,0,0,10,1147
Adam Walton,4,0,0,0,1148
Adam Walton,5,0,0,0,1149
Adam Walton,6,0,0,0,1150
Adam Walton,7,0,0,0,1151
Adam Walton,8,0,0,0,1152
Adam Walton,9,0,0,0,1153
Adam Walton,10,0,0,0,1154
Adam Walton,11,0,0,0,1155
Adam Walton,12,0,0,10,1156
Adam Walton,13,0,0,0,1157
Adam Walton,14,0,0,0,1158
Adam Walton,15,0,0,0,1159
Adam Walton,16,0,0,0,1160
Adam Walton,17,0,0,0,1161
Adam Walton,18,0,0,0,1162
Adam Walton,19,0,0,0,1163
Adam Walton,20,0,0,0,1164
Adam Walton,21,0,0,0,1165
Adam Walton,22,10,0,0,1166
Adam Walton,23,0,0,0,1167
Adam Walton,24,0,0,0,1168
Adam Walton,25,0,0,0,1169
Adam Walton,26,0,45,0,1170
Adam Walton,27,0,45,0,1171
Adam Walton,28,0,0,0,1172
Adam Walton,29,0,0,0,1173
Adam Walton,30,0,0,45,1174
Adam Walton,31,0,0,0,1175
Adam Walton,32,0,0,0,1176
Adam Walton,33,0,0,0,1177
Adam Walton,34,0,0,0,1178
Adam Walton,35,0,0,10,1179
Adam Walton,36,0,0,0,1180
Adam Walton,37,0,0,0,1181
Adam Walton,38,0,0,20,1182
Adam Walton,39,0,0,0,1183
Adam Walton,40,0,0,0,1184
Adam Walton,41,0,0,0,1185
Adam Walton,42,0,0,0,1186
Adam Walton,43,0,0,0,1187
Adam Walton,44,0,0,0,1188
Adam Walton,45,0,0,0,1189
Adam Walton,46,0,0,0,1190
Adam Walton,47,0,0,0,1191
Adam Walton,48,0,0,0,1192
Adam Walton,49,0,0,0,1193
Adam Walton,50,0,0,0,1194
Adam Walton,51,0,0,0,1195
Adam Walton,52,0,0,0,1196
Adrian Mannarino,1,0,0,180,1145
Adrian Mannarino,2,0,0,0,1146
Adrian Mannarino,3,0,0,180,1147
Adrian Mannarino,4,0,0,0,1148
Adrian Mannarino,5,0,0,0,1149
Adrian Mannarino,6,0,0,180,1150
Adrian Mannarino,7,0,0,45,1151
Adrian Mannarino,8,0,0,0,1152
Adrian Mannarino,9,0,0,20,1153
Adrian Mannarino,10,0,0,45,1154
Adrian Mannarino,11,0,0,0,1155
Adrian Mannarino,12,0,0,25,1156
Adrian Mannarino,13,0,0,0,1157
Adrian Mannarino,14,0,0,0,1158
Adrian Mannarino,15,0,0,0,1159
Adrian Mannarino,16,0,0,0,1160
Adrian Mannarino,17,25,0,0,1161
Adrian Mannarino,18,0,0,0,1162
Adrian Mannarino,19,25,0,0,1163
Adrian Mannarino,20,0,0,0,1164
Adrian Mannarino,21,45,0,0,1165
Adrian Mannarino,22,10,0,0,1166
Adrian Mannarino,23,0,0,0,1167
Adrian Mannarino,24,0,45,0,1168
Adrian Mannarino,25,0,20,0,1169
Adrian Mannarino,26,0,45,0,1170
Adrian Mannarino,27,0,10,0,1171
Adrian Mannarino,28,0,0,0,1172
Adrian Mannarino,29,0,45,0,1173
Adrian Mannarino,30,0,0,45,1174
Adrian Mannarino,31,0,0,20,1175
Adrian Mannarino,32,0,0,25,1176
Adrian Mannarino,33,0,0,25,1177
Adrian Mannarino,34,0,0,20,1178
Adrian Mannarino,35,0,0,45,1179
Adrian Mannarino,36,0,0,0,1180
Adrian Mannarino,37,0,0,0,1181
Adrian Mannarino,38,0,0,90,1182
Adrian Mannarino,39,0,0,45,1183
Adrian Mannarino,40,0,0,10,1184
Adrian Mannarino,41,0,0,0,1185
Adrian Mannarino,42,0,0,45,1186
Adrian Mannarino,43,0,0,20,1187
Adrian Mannarino,44,0,0,90,1188
Adrian Mannarino,45,0,0,20,1189
Adrian Mannarino,46,0,0,0,1190
Adrian Mannarino,47,0,0,0,1191
Adrian Mannarino,48,0,0,0,1192
Adrian Mannarino,49,0,0,0,1193
Adrian Mannarino,50,0,0,0,1194
Adrian Mannarino,51,0,0,0,1195
Adrian Mannarino,52,0,0,0,1196
Albert Ramos,1,0,0,0,1145
Albert Ramos,2,0,0,0,1146
Albert Ramos,3,0,0,10,1147
Albert Ramos,4,0,0,0,1148
Albert Ramos,5,0,0,0,1149
Albert Ramos,6,45,0,0,1150
Albert Ramos,7,0,0,0,1151
Albert Ramos,8,45,0,0,1152
Albert Ramos,9,45,0,0,1153
Albert Ramos,10,0,0,0,1154
Albert Ramos,11,0,0,0,1155
Albert Ramos,12,0,0,0,1156
Albert Ramos,13,0,0,0,1157
Albert Ramos,14,20,0,0,1158
Albert Ramos,15,0,0,0,1159
Albert Ramos,16,0,0,0,1160
Albert Ramos,17,10,0,0,1161
Albert Ramos,18,0,0,0,1162
Albert Ramos,19,0,0,0,1163
Albert Ramos,20,0,0,0,1164
Albert Ramos,21,0,0,0,1165
Albert Ramos,22,0,0,0,1166
Albert Ramos,23,0,0,0,1167
Albert Ramos,24,0,0,0,1168
Albert Ramos,25,0,0,0,1169
Albert Ramos,26,0,0,0,1170
Albert Ramos,27,0,0,0,1171
Albert Ramos,28,0,0,0,1172
Albert Ramos,29,20,0,0,1173
Albert Ramos,30,0,0,0,1174
Albert Ramos,31,0,0,0,1175
Albert Ramos,32,0,0,0,1176
Albert Ramos,33,0,0,0,1177
Albert Ramos,34,0,0,0,1178
Albert Ramos,35,0,0,10,1179
Albert Ramos,36,0,0,0,1180
Albert Ramos,37,0,0,0,1181
Albert Ramos,38,0,0,0,1182
Albert Ramos,39,0,0,0,1183
Albert Ramos,40,0,0,0,1184
Albert Ramos,41,0,0,0,1185
Albert Ramos,42,0,0,0,1186
Albert Ramos,43,0,0,0,1187
Albert Ramos,44,0,0,0,1188
Albert Ramos,45,0,0,0,1189
Albert Ramos,46,0,0,0,1190
Albert Ramos,47,0,0,0,1191
Albert Ramos,48,0,0,0,1192
Albert Ramos,49,0,0,0,1193
Albert Ramos,50,0,0,0,1194
Albert Ramos,51,0,0,0,1195
Albert Ramos,52,0,0,0,1196
Alejandro Davidovich Fokina,1,0,0,0,1145
Alejandro Davidovich Fokina,2,0,0,0,1146
Alejandro Davidovich Fokina,3,0,0,45,1147
Alejandro Davidovich Fokina,4,0,0,0,1148
Alejandro Davidovich Fokina,5,0,0,0,1149
Alejandro Davidovich Fokina,6,0,0,90,1150
Alejandro Davidovich Fokina,7,0,0,20,1151
Alejandro Davidovich Fokina,8,0,0,20,1152
Alejandro Davidovich Fokina,9,0,0,90,1153
Alejandro Davidovich Fokina,10,0,0,25,1154
Alejandro Davidovich Fokina,11,0,0,0,1155
Alejandro Davidovich Fokina,12,0,0,45,1156
Alejandro Davidovich Fokina,13,0,0,0,1157
Alejandro Davidovich Fokina,14,0,0,0,1158
Alejandro Davidovich Fokina,15,25,0,0,1159
Alejandro Davidovich Fokina,16,45,0,0,1160
Alejandro Davidovich Fokina,17,45,0,0,1161
Alejandro Davidovich Fokina,18,0,0,0,1162
Alejandro Davidovich Fokina,19,25,0,0,1163
Alejandro Davidovich Fokina,20,0,0,0,1164
Alejandro Davidovich Fokina,21,0,0,0,1165
Alejandro Davidovich Fokina,22,45,0,0,1166
Alejandro Davidovich Fokina,23,0,0,0,1167
Alejandro Davidovich Fokina,24,0,0,0,1168
Alejandro Davidovich Fokina,25,0,20,0,1169
Alejandro Davidovich Fokina,26,0,0,0,1170
Alejandro Davidovich Fokina,27,0,0,0,1171
Alejandro Davidovich Fokina,28,0,0,0,1172
Alejandro Davidovich Fokina,29,0,0,0,1173
Alejandro Davidovich Fokina,30,0,0,90,1174
Alejandro Davidovich Fokina,31,0,0,45,1175
Alejandro Davidovich Fokina,32,0,0,90,1176
Alejandro Davidovich Fokina,33,0,0,25,1177
Alejandro Davidovich Fokina,34,0,0,0,1178
Alejandro Davidovich Fokina,35,0,0,10,1179
Alejandro Davidovich Fokina,36,0,0,0,1180
Alejandro Davidovich Fokina,37,0,0,0,1181
Alejandro Davidovich Fokina,38,0,0,0,1182
Alejandro Davidovich Fokina,39,0,0,45,1183
Alejandro Davidovich Fokina,40,0,0,25,1184
Alejandro Davidovich Fokina,41,0,0,0,1185
Alejandro Davidovich Fokina,42,0,0,45,1186
Alejandro Davidovich Fokina,43,0,0,20,1187
Alejandro Davidovich Fokina,44,0,0,0,1188
Alejandro Davidovich Fokina,45,0,0,0,1189
Alejandro Davidovich Fokina,46,0,0,0,1190
Alejandro Davidovich Fokina,47,0,0,0,1191
Alejandro Davidovich Fokina,48,0,0,0,1192
Alejandro Davidovich Fokina,49,0,0,0,1193
Alejandro Davidovich Fokina,50,0,0,0,1194
Alejandro Davidovich Fokina,51,0,0,0,1195
Alejandro Davidovich Fokina,52,0,0,0,1196
Alejandro Moro Canas,1,0,0,0,1145
Alejandro Moro Canas,2,0,0,0,1146
Alejandro Moro Canas,3,0,0,0,1147
Alejandro Moro Canas,4,0,0,0,1148
Alejandro Moro Canas,5,0,0,0,1149
Alejandro Moro Canas,6,0,0,0,1150
Alejandro Moro Canas,7,0,0,0,1151
Alejandro Moro Canas,8,0,0,0,1152
Alejandro Moro Canas,9,0,0,0,1153
Alejandro Moro Canas,10,0,0,0,1154
Alejandro Moro Canas,11,0,0,0,1155
Alejandro Moro Canas,12,0,0,0,1156
Alejandro Moro Canas,13,0,0,0,1157
Alejandro Moro Canas,14,0,0,0,1158
Alejandro Moro Canas,15,0,0,0,1159
Alejandro Moro Canas,16,45,0,0,1160
Alejandro Moro Canas,17,0,0,0,1161
Alejandro Moro Canas,18,0,0,0,1162
Alejandro Moro Canas,19,0,0,0,1163
Alejandro Moro Canas,20,0,0,0,1164
Alejandro Moro Canas,21,0,0,0,1165
Alejandro Moro Canas,22,0,0,0,1166
Alejandro Moro Canas,23,0,0,0,1167
Alejandro Moro Canas,24,0,0,0,1168
Alejandro Moro Canas,25,0,0,0,1169
Alejandro Moro Canas,26,0,0,0,1170
Alejandro Moro Canas,27,0,10,0,1171
Alejandro Moro Canas,28,0,0,0,1172
Alejandro Moro Canas,29,0,0,0,1173
Alejandro Moro Canas,30,0,0,0,1174
Alejandro Moro Canas,31,0,0,0,1175
Alejandro Moro Canas,32,0,0,0,1176
Alejandro Moro Canas,33,0,0,0,1177
Alejandro Moro Canas,34,0,0,0,1178
Alejandro Moro Canas,35,0,0,0,1179
Alejandro Moro Canas,36,0,0,0,1180
Alejandro Moro Canas,37,0,0,0,1181
Alejandro Moro Canas,38,0,0,0,1182
Alejandro Moro Canas,39,0,0,0,1183
Alejandro Moro Canas,40,0,0,0,1184
Alejandro Moro Canas,41,0,0,0,1185
Alejandro Moro Canas,42,0,0,0,1186
Alejandro Moro Canas,43,0,0,0,1187
Alejandro Moro Canas,44,0,0,0,1188
Alejandro Moro Canas,45,0,0,0,1189
Alejandro Moro Canas,46,0,0,0,1190
Alejandro Moro Canas,47,0,0,0,1191
Alejandro Moro Canas,48,0,0,0,1192
Alejandro Moro Canas,49,0,0,0,1193
Alejandro Moro Canas,50,0,0,0,1194
Alejandro Moro Canas,51,0,0,0,1195
Alejandro Moro Canas,52,0,0,0,1196
Alejandro Tabilo,1,0,0,0,1145
Alejandro Tabilo,2,0,0,500,1146
Alejandro Tabilo,3,0,0,10,1147
Alejandro Tabilo,4,0,0,0,1148
Alejandro Tabilo,5,0,0,0,1149
Alejandro Tabilo,6,0,0,0,1150
Alejandro Tabilo,7,45,0,0,1151
Alejandro Tabilo,8,20,0,0,1152
Alejandro Tabilo,9,600,0,0,1153
Alejandro Tabilo,10,0,0,25,1154
Alejandro Tabilo,11,0,0,0,1155
Alejandro Tabilo,12,0,0,25,1156
Alejandro Tabilo,13,0,0,0,1157
Alejandro Tabilo,14,0,0,0,1158
Alejandro Tabilo,15,45,0,0,1159
Alejandro Tabilo,16,180,0,0,1160
Alejandro Tabilo,17,10,0,0,1161
Alejandro Tabilo,18,0,0,0,1162
Alejandro Tabilo,19,360,0,0,1163
Alejandro Tabilo,20,0,0,0,1164
Alejandro Tabilo,21,0,0,0,1165
Alejandro Tabilo,22,10,0,0,1166
Alejandro Tabilo,23,0,0,0,1167
Alejandro Tabilo,24,0,0,0,1168
Alejandro Tabilo,25,0,45,0,1169
Alejandro Tabilo,26,0,500,0,1170
Alejandro Tabilo,27,0,90,0,1171
Alejandro Tabilo,28,0,0,0,1172
Alejandro Tabilo,29,0,0,0,1173
Alejandro Tabilo,30,45,0,0,1174
Alejandro Tabilo,31,0,0,0,1175
Alejandro Tabilo,32,0,0,90,1176
Alejandro Tabilo,33,0,0,25,1177
Alejandro Tabilo,34,0,0,0,1178
Alejandro Tabilo,35,0,0,10,1179
Alejandro Tabilo,36,0,0,0,1180
Alejandro Tabilo,37,0,0,0,1181
Alejandro Tabilo,38,0,0,0,1182
Alejandro Tabilo,39,0,0,20,1183
Alejandro Tabilo,40,0,0,45,1184
Alejandro Tabilo,41,0,0,0,1185
Alejandro Tabilo,42,0,0,90,1186
Alejandro Tabilo,43,0,0,45,1187
Alejandro Tabilo,44,0,0,45,1188
Alejandro Tabilo,45,0,0,0,1189
Alejandro Tabilo,46,0,0,0,1190
Alejandro Tabilo,47,0,0,0,1191
Alejandro Tabilo,48,0,0,0,1192
Alejandro Tabilo,49,0,0,0,1193
Alejandro Tabilo,50,0,0,0,1194
Alejandro Tabilo,51,0,0,0,1195
Alejandro Tabilo,52,0,0,0,1196
Aleksandar Kovacevic,1,0,0,0,1145
Aleksandar Kovacevic,2,0,0,0,1146
Aleksandar Kovacevic,3,0,0,45,1147
Aleksandar Kovacevic,4,0,0,0,1148
Aleksandar Kovacevic,5,0,0,0,1149
Aleksandar Kovacevic,6,0,0,20,1150
Aleksandar Kovacevic,7,0,0,20,1151
Aleksandar Kovacevic,8,0,0,90,1152
Aleksandar Kovacevic,9,0,0,45,1153
Aleksandar Kovacevic,10,0,0,10,1154
Aleksandar Kovacevic,11,0,0,0,1155
Aleksandar Kovacevic,12,0,0,10,1156
Aleksandar Kovacevic,13,0,0,0,1157
Aleksandar Kovacevic,14,45,0,0,1158
Aleksandar Kovacevic,15,0,0,0,1159
Aleksandar Kovacevic,16,20,0,0,1160
Aleksandar Kovacevic,17,10,0,0,1161
Aleksandar Kovacevic,18,0,0,0,1162
Aleksandar Kovacevic,19,0,0,0,1163
Aleksandar Kovacevic,20,0,0,0,1164
Aleksandar Kovacevic,21,20,0,0,1165
Aleksandar Kovacevic,22,10,0,0,1166
Aleksandar Kovacevic,23,0,0,0,1167
Aleksandar Kovacevic,24,0,0,0,1168
Aleksandar Kovacevic,25,0,0,0,1169
Aleksandar Kovacevic,26,0,0,0,1170
Aleksandar Kovacevic,27,0,10,0,1171
Aleksandar Kovacevic,28,0,0,0,1172
Aleksandar Kovacevic,29,0,90,0,1173
Aleksandar Kovacevic,30,0,0,20,1174
Aleksandar Kovacevic,31,0,0,45,1175
Aleksandar Kovacevic,32,0,0,0,1176
Aleksandar Kovacevic,33,0,0,25,1177
Aleksandar Kovacevic,34,0,0,0,1178
Aleksandar Kovacevic,35,0,0,10,1179
Aleksandar Kovacevic,36,0,0,0,1180
Aleksandar Kovacevic,37,0,0,0,1181
Aleksandar Kovacevic,38,0,0,20,1182
Aleksandar Kovacevic,39,0,0,0,1183
Aleksandar Kovacevic,40,0,0,10,1184
Aleksandar Kovacevic,41,0,0,0,1185
Aleksandar Kovacevic,42,0,0,20,1186
Aleksandar Kovacevic,43,0,0,0,1187
Aleksandar Kovacevic,44,0,0,0,1188
Aleksandar Kovacevic,45,0,0,45,1189
Aleksandar Kovacevic,46,0,0,0,1190
Aleksandar Kovacevic,47,0,0,0,1191
Aleksandar Kovacevic,48,0,0,0,1192
Aleksandar Kovacevic,49,0,0,0,1193
Aleksandar Kovacevic,50,0,0,0,1194
Aleksandar Kovacevic,51,0,0,0,1195
Aleksandar Kovacevic,52,0,0,0,1196
Aleksandar Vukic,1,0,0,20,1145
Aleksandar Vukic,2,0,0,20,1146
Aleksandar Vukic,3,0,0,10,1147
Aleksandar Vukic,4,0,0,0,1148
Aleksandar Vukic,5,0,0,0,1149
Aleksandar Vukic,6,0,0,0,1150
Aleksandar Vukic,7,0,0,20,1151
Aleksandar Vukic,8,0,0,45,1152
Aleksandar Vukic,9,0,0,0,1153
Aleksandar Vukic,10,0,0,25,1154
Aleksandar Vukic,11,0,0,0,1155
Aleksandar Vukic,12,0,0,10,1156
Aleksandar Vukic,13,0,0,0,1157
Aleksandar Vukic,14,90,0,0,1158
Aleksandar Vukic,15,25,0,0,1159
Aleksandar Vukic,16,20,0,0,1160
Aleksandar Vukic,17,10,0,0,1161
Aleksandar Vukic,18,0,0,0,1162
Aleksandar Vukic,19,25,0,0,1163
Aleksandar Vukic,20,0,0,0,1164
Aleksandar Vukic,21,45,0,0,1165
Aleksandar Vukic,22,10,0,0,1166
Aleksandar Vukic,23,0,0,0,1167
Aleksandar Vukic,24,0,90,0,1168
Aleksandar Vukic,25,0,0,0,1169
Aleksandar Vukic,26,0,180,0,1170
Aleksandar Vukic,27,0,45,0,1171
Aleksandar Vukic,28,0,0,0,1172
Aleksandar Vukic,29,0,90,0,1173
Aleksandar Vukic,30,0,0,20,1174
Aleksandar Vukic,31,0,0,20,1175
Aleksandar Vukic,32,0,0,0,1176
Aleksandar Vukic,33,0,0,0,1177
Aleksandar Vukic,34,0,0,45,1178
Aleksandar Vukic,35,0,0,10,1179
Aleksandar Vukic,36,0,0,0,1180
Aleksandar Vukic,37,0,0,0,1181
Aleksandar Vukic,38,0,0,45,1182
Aleksandar Vukic,39,0,0,0,1183
Aleksandar Vukic,40,0,0,45,1184
Aleksandar Vukic,41,0,0,0,1185
Aleksandar Vukic,42,0,0,180,1186
Aleksandar Vukic,43,0,0,0,1187
Aleksandar Vukic,44,0,0,0,1188
Aleksandar Vukic,45,0,0,0,1189
Aleksandar Vukic,46,0,0,0,1190
Aleksandar Vukic,47,0,0,0,1191
Aleksandar Vukic,48,0,0,0,1192
Aleksandar Vukic,49,0,0,0,1193
Aleksandar Vukic,50,0,0,0,1194
Aleksandar Vukic,51,0,0,0,1195
Aleksandar Vukic,52,0,0,0,1196
Alex Bolt,1,0,0,0,1145
Alex Bolt,2,0,0,45,1146
Alex Bolt,3,0,0,0,1147
Alex Bolt,4,0,0,0,1148
Alex Bolt,5,0,0,0,1149
Alex Bolt,6,0,0,0,1150
Alex Bolt,7,0,0,0,1151
Alex Bolt,8,0,0,0,1152
Alex Bolt,9,0,0,0,1153
Alex Bolt,10,0,0,0,1154
Alex Bolt,11,0,0,0,1155
Alex Bolt,12,0,0,0,1156
Alex Bolt,13,0,0,0,1157
Alex Bolt,14,0,0,0,1158
Alex Bolt,15,0,0,0,1159
Alex Bolt,16,0,0,0,1160
Alex Bolt,17,0,0,0,1161
Alex Bolt,18,0,0,0,1162
Alex Bolt,19,0,0,0,1163
Alex Bolt,20,0,0,0,1164
Alex Bolt,21,0,0,0,1165
Alex Bolt,22,0,0,0,1166
Alex Bolt,23,0,0,0,1167
Alex Bolt,24,0,0,0,1168
Alex Bolt,25,0,0,0,1169
Alex Bolt,26,0,0,0,1170
Alex Bolt,27,0,10,0,1171
Alex Bolt,28,0,0,0,1172
Alex Bolt,29,0,90,0,1173
Alex Bolt,30,0,0,0,1174
Alex Bolt,31,0,0,0,1175
Alex Bolt,32,0,0,0,1176
Alex Bolt,33,0,0,0,1177
Alex Bolt,34,0,0,0,1178
Alex Bolt,35,0,0,0,1179
Alex Bolt,36,0,0,0,1180
Alex Bolt,37,0,0,0,1181
Alex Bolt,38,0,0,0,1182
Alex Bolt,39,0,0,0,1183
Alex Bolt,40,0,0,0,1184
Alex Bolt,41,0,0,0,1185
Alex Bolt,42,0,0,0,1186
Alex Bolt,43,0,0,0,1187
Alex Bolt,44,0,0,0,1188
Alex Bolt,45,0,0,0,1189
Alex Bolt,46,0,0,0,1190
Alex Bolt,47,0,0,0,1191
Alex Bolt,48,0,0,0,1192
Alex Bolt,49,0,0,0,1193
Alex Bolt,50,0,0,0,1194
Alex Bolt,51,0,0,0,1195
Alex Bolt,52,0,0,0,1196
Alex De Minaur,1,0,0,0,1145
Alex De Minaur,2,0,0,0,1146
Alex De Minaur,3,0,0,180,1147
Alex De Minaur,4,0,0,0,1148
Alex De Minaur,5,0,0,0,1149
Alex De Minaur,6,0,0,0,1150
Alex De Minaur,7,0,0,600,1151
Alex De Minaur,8,0,0,45,1152
Alex De Minaur,9,0,0,500,1153
Alex De Minaur,10,0,0,90,1154
Alex De Minaur,11,0,0,0,1155
Alex De Minaur,12,0,0,90,1156
Alex De Minaur,13,0,0,0,1157
Alex De Minaur,14,0,0,0,1158
Alex De Minaur,15,180,0,0,1159
Alex De Minaur,16,45,0,0,1160
Alex De Minaur,17,25,0,0,1161
Alex De Minaur,18,0,0,0,1162
Alex De Minaur,19,90,0,0,1163
Alex De Minaur,20,0,0,0,1164
Alex De Minaur,21,0,0,0,1165
Alex De Minaur,22,360,0,0,1166
Alex De Minaur,23,0,0,0,1167
Alex De Minaur,24,0,500,0,1168
Alex De Minaur,25,0,20,0,1169
Alex De Minaur,26,0,0,0,1170
Alex De Minaur,27,0,360,0,1171
Alex De Minaur,28,0,0,0,1172
Alex De Minaur,29,0,0,0,1173
Alex De Minaur,30,0,0,0,1174
Alex De Minaur,31,0,0,0,1175
Alex De Minaur,32,0,0,0,1176
Alex De Minaur,33,0,0,0,1177
Alex De Minaur,34,0,0,0,1178
Alex De Minaur,35,0,0,360,1179
Alex De Minaur,36,0,0,0,1180
Alex De Minaur,37,0,0,0,1181
Alex De Minaur,38,0,0,0,1182
Alex De Minaur,39,0,0,0,1183
Alex De Minaur,40,0,0,0,1184
Alex De Minaur,41,0,0,0,1185
Alex De Minaur,42,0,0,90,1186
Alex De Minaur,43,0,0,180,1187
Alex De Minaur,44,0,0,180,1188
Alex De Minaur,45,0,0,0,1189
Alex De Minaur,46,0,0,0,1190
Alex De Minaur,47,0,0,0,1191
Alex De Minaur,48,0,0,0,1192
Alex De Minaur,49,0,0,0,1193
Alex De Minaur,50,0,0,0,1194
Alex De Minaur,51,0,0,0,1195
Alex De Minaur,52,0,0,0,1196
Alex Michelsen,1,0,0,20,1145
Alex Michelsen,2,0,0,20,1146
Alex Michelsen,3,0,0,90,1147
Alex Michelsen,4,0,0,0,1148
Alex Michelsen,5,0,0,0,1149
Alex Michelsen,6,0,0,45,1150
Alex Michelsen,7,0,0,45,1151
Alex Michelsen,8,0,0,90,1152
Alex Michelsen,9,0,0,0,1153
Alex Michelsen,10,0,0,25,1154
Alex Michelsen,11,0,0,0,1155
Alex Michelsen,12,0,0,25,1156
Alex Michelsen,13,0,0,0,1157
Alex Michelsen,14,20,0,0,1158
Alex Michelsen,15,0,0,0,1159
Alex Michelsen,16,45,0,0,1160
Alex Michelsen,17,10,0,0,1161
Alex Michelsen,18,0,0,0,1162
Alex Michelsen,19,10,0,0,1163
Alex Michelsen,20,0,0,0,1164
Alex Michelsen,21,90,0,0,1165
Alex Michelsen,22,10,0,0,1166
Alex Michelsen,23,0,0,0,1167
Alex Michelsen,24,0,20,0,1168
Alex Michelsen,25,0,20,0,1169
Alex Michelsen,26,0,90,0,1170
Alex Michelsen,27,0,10,0,1171
Alex Michelsen,28,0,0,0,1172
Alex Michelsen,29,0,600,0,1173
Alex Michelsen,30,0,0,0,1174
Alex Michelsen,31,0,0,90,1175
Alex Michelsen,32,0,0,25,1176
Alex Michelsen,33,0,0,45,1177
Alex Michelsen,34,0,0,600,1178
Alex Michelsen,35,0,0,45,1179
